
This product is licensed by WSO2 Inc. under Apache License 2.0. The license
can be downloaded from the following locations:
	http://www.apache.org/licenses/LICENSE-2.0.html
	http://www.apache.org/licenses/LICENSE-2.0.txt

This product also contains software under different licenses. This table below
all the contained libraries (jar files) and the license under which they are 
provided to you.

At the bottom of this file is a table that shows what each license indicated
below is and where the actual text of the license can be found.


Name                                                                                                Type.          License
org.everit.json.schema_1.5.0.wso2_v2.jar                                                            bundle         apache2
spatial4j_0.4.1.wso2v1.jar                                                                          bundle         apache2
org.wso2.carbon.authenticator.proxy_4.6.2.jar                                                       bundle         apache2
org.wso2.carbon.siddhi.metrics.core_2.2.14.jar                                                      bundle         apache2
org.wso2.carbon.email.mgt_1.3.13.jar                                                                bundle         apache2
antlr-runtime_3.2.0.wso2v1.jar                                                                      bundle         bsd
org.wso2.carbon.andes.event.core_3.3.15.jar                                                         bundle         apache2
org.wso2.carbon.identity.role.mgt.core_5.18.187.jar                                                 bundle         apache2
org.wso2.carbon.user.mgt.stub_5.18.187.jar                                                          bundle         apache2
org.eclipse.equinox.p2.artifact.repository_1.1.300.v20131211-1531.jar                               bundle         epl1
org.wso2.carbon.ndatasource.ui_4.7.35.jar                                                           bundle         apache2
org.wso2.carbon.registry.search.ui_4.7.39.jar                                                       bundle         apache2
org.wso2.carbon.tenant.common.stub_4.7.35.jar                                                       bundle         apache2
org.eclipse.equinox.p2.touchpoint.eclipse_2.1.0.v20110511-wso2v1.jar                                bundle         epl1
org.wso2.carbon.tenant.throttling.agent_4.9.10.jar                                                  bundle         apache2
commons-dbcp_1.4.0.wso2v1.jar                                                                       bundle         apache2
com.fasterxml.jackson.core.jackson-annotations_2.10.3.jar                                           bundle         apache2
compass_2.0.1.wso2v2.jar                                                                            bundle         apache2
org.wso2.carbon.identity.oauth_6.4.111.jar                                                          bundle         apache2
org.wso2.carbon.andes.cluster.mgt_3.3.15.jar                                                        bundle         apache2
org.wso2.carbon.event.publisher.core_5.2.34.jar                                                     bundle         apache2
org.eclipse.equinox.p2.directorywatcher_1.1.0.v20131211-1531.jar                                    bundle         epl1
org.wso2.carbon.registry.extensions_4.7.34.jar                                                      bundle         apache2
poi_3.17.0.wso2v1.jar                                                                               bundle         apache2
org.wso2.carbon.mediation.configadmin_4.7.99.jar                                                    bundle         apache2
com.fasterxml.jackson.core.jackson-databind_2.10.3.jar                                              bundle         apache2
org.wso2.carbon.databridge.core_5.2.34.jar                                                          bundle         apache2
org.wso2.carbon.apimgt.api_9.0.174.jar                                                              bundle         apache2
org.wso2.carbon.identity.authenticator.saml2.sso.stub_5.5.2.jar                                     bundle         apache2
org.wso2.carbon.message.processor_4.7.99.jar                                                        bundle         apache2
maven-scm_1.7.0.wso2v2.jar                                                                          bundle         apache2
org.wso2.carbon.identity.sts.mgt.stub_5.6.5.jar                                                     bundle         apache2
auth0.key.manager_1.0.1.jar                                                                         bundle         apache2
org.wso2.carbon.metrics.data.common_1.3.7.jar                                                       bundle         apache2
bcpkix-jdk15on_1.60.0.wso2v1.jar                                                                    bundle         bouncy
bcpkix-jdk15on-1.60.jar                                                                             jarinbundle    bouncy
org.wso2.carbon.governance.wsdltool.ui_4.8.21.jar                                                   bundle         apache2
org.wso2.carbon.identity.entitlement_5.18.187.jar                                                   bundle         apache2
org.wso2.carbon.identity.mgt.endpoint.util_5.18.187.jar                                             bundle         apache2
org.wso2.carbon.consent.mgt.ui_2.2.16.jar                                                           bundle         apache2
org.wso2.carbon.tenant.deployment_4.9.10.jar                                                        bundle         apache2
hapi_2.1.0.wso2v1.jar                                                                               bundle         mpl10
org.eclipse.equinox.p2.metadata_2.2.0.v20131211-1531.jar                                            bundle         epl1
org.wso2.carbon.andes.core_3.3.15.jar                                                               bundle         apache2
org.eclipse.equinox.http.helper_1.1.0.wso2v1.jar                                                    bundle         epl1
com.google.protobuf_2.6.1.jar                                                                       bundle         bsd
org.wso2.carbon.metrics.jdbc.reporter_1.3.7.jar                                                     bundle         apache2
httpclient_4.3.6.wso2v3.jar                                                                         bundle         apache2
encoder_1.2.0.wso2v1.jar                                                                            bundle         apache2
org.wso2.orbit.org.mapstruct.mapstruct_1.4.1.wso2v1.jar                                             bundle         apache2
org.jaggeryjs.jaggery.app.mgt_0.14.13.jar                                                           bundle         apache2
disruptor_3.3.2.wso2v2.jar                                                                          bundle         apache2
org.wso2.carbon.email.mgt.ui_1.3.13.jar                                                             bundle         apache2
siddhi-extension-markov-models_3.2.6.jar                                                            bundle         apache2
org.wso2.carbon.registry.common_4.7.39.jar                                                          bundle         apache2
org.wso2.carbon.identity.entitlement.stub_5.15.17.jar                                               bundle         apache2
org.wso2.carbon.qpid.stub_4.7.35.jar                                                                bundle         apache2
org.wso2.carbon.inbound.endpoint.persistence_4.7.99.jar                                             bundle         apache2
org.wso2.am.styles_4.0.0.jar                                                                        bundle         apache2
org.wso2.carbon.identity.user.store.configuration_5.18.187.jar                                      bundle         apache2
org.wso2.carbon.security.mgt_5.18.187.jar                                                           bundle         apache2
org.wso2.carbon.apimgt.throttling.siddhi.extension_9.0.174.jar                                      bundle         apache2
org.wso2.carbon.identity.core.ui_5.18.187.jar                                                       bundle         apache2
rome_0.9.0.wso2v1.jar                                                                               bundle         apache2
org.wso2.carbon.andes_3.3.15.jar                                                                    bundle         apache2
org.wso2.carbon.core.services_4.6.2.jar                                                             bundle         apache2
siddhi-extension-geo_3.2.6.jar                                                                      bundle         apache2
org.wso2.carbon.apimgt.common.jms_9.0.174.jar                                                       bundle         apache2
opencsv_1.8.0.wso2v1.jar                                                                            bundle         apache2
opencsv-1.8.jar                                                                                     jarinbundle    apache2
org.jaggeryjs.hostobjects.log_0.14.13.jar                                                           bundle         apache2
org.apache.pdfbox.fontbox_1.8.16.jar                                                                bundle         apache2
org.wso2.carbon.mediation.templates_4.7.99.jar                                                      bundle         apache2
org.wso2.carbon.identity.user.rename.core_1.4.72.jar                                                bundle         apache2
org.wso2.carbon.apimgt.persistence_9.0.174.jar                                                      bundle         apache2
org.wso2.carbon.event.statistics.ui_5.2.34.jar                                                      bundle         apache2
org.apache.pdfbox_1.8.16.jar                                                                        bundle         apache2
commons-codec_1.14.0.wso2v1.jar                                                                     bundle         apache2
poi-ooxml_3.17.0.wso2v1.jar                                                                         bundle         apache2
com.esotericsoftware.minlog_1.3.0.jar                                                               bundle         bsd
neethi_2.0.4.wso2v5.jar                                                                             bundle         apache2
com.fasterxml.jackson.dataformat.jackson-dataformat-cbor_2.10.3.jar                                 bundle         apache2
siddhi-extension-eval-script_3.2.6.jar                                                              bundle         apache2
org.wso2.carbon.andes.admin.mqtt_3.3.15.jar                                                         bundle         apache2
org.wso2.carbon.event.output.adapter.websocket_5.2.34.jar                                           bundle         apache2
com.esotericsoftware.reflectasm_1.11.9.jar                                                          bundle         bsd
org.wso2.carbon.inbound_4.7.99.jar                                                                  bundle         apache2
commons-beanutils_1.8.0.wso2v1.jar                                                                  bundle         apache2
commons-beanutils-1.8.0.jar                                                                         jarinbundle    apache2
siddhi-extension-reorder_3.2.6.jar                                                                  bundle         apache2
org.wso2.carbon.event.output.adapter.soap_5.2.34.jar                                                bundle         apache2
synapse-nhttp-transport_2.1.7.wso2v227.jar                                                          bundle         apache2
io.netty.codec-http_4.1.63.Final.jar                                                                bundle         apache2
com.esotericsoftware.kryo_3.0.3.jar                                                                 bundle         bsd
org.eclipse.equinox.p2.garbagecollector_1.0.200.v20131115-1210.jar                                  bundle         epl1
org.wso2.carbon.relay.mediators.builder_4.7.99.jar                                                  bundle         apache2
org.wso2.carbon.andes.commons_3.3.15.jar                                                            bundle         apache2
org.wso2.carbon.event.simulator.ui_2.2.14.jar                                                       bundle         apache2
org.sat4j.core_2.3.5.v201308161310.jar                                                              bundle         epl1 + lgpl2
noggit_0.6.0.wso2v1.jar                                                                             bundle         apache2
commons-compress_1.18.0.wso2v1.jar                                                                  bundle         apache2
org.wso2.carbon.andes.authorization_3.3.15.jar                                                      bundle         apache2
org.wso2.carbon.mediation.ntask_4.7.99.jar                                                          bundle         apache2
org.wso2.carbon.registry.relations.ui_4.7.39.jar                                                    bundle         apache2
io.netty.handler_4.1.63.Final.jar                                                                   bundle         apache2
org.wso2.carbon.priority.executors_4.7.99.jar                                                       bundle         apache2
solr_5.5.5.wso2v1.jar                                                                               bundle         apache2
commons-collections_3.2.2.wso2v1.jar                                                                bundle         apache2
org.wso2.carbon.event.processor.stub_2.2.14.jar                                                     bundle         apache2
org.eclipse.osgi_3.14.0.v20190517-1309.jar                                                          bundle         apache2
org.eclipse.equinox.p2.publisher_1.2.0.v20110511.jar                                                bundle         epl1
org.wso2.carbon.identity.oauth.ciba_6.4.111.jar                                                     bundle         apache2
bcprov-jdk15on_1.60.0.wso2v1.jar                                                                    bundle         bouncy
bcprov-jdk15on-1.60.jar                                                                             jarinbundle    bouncy
org.wso2.carbon.identity.authenticator.saml2.sso.common_5.5.2.jar                                   bundle         apache2
rampart-core_1.6.1.wso2v43.jar                                                                      bundle         apache2
org.wso2.carbon.identity.notification.mgt_5.18.187.jar                                              bundle         apache2
org.wso2.carbon.registry.resource.ui_4.7.39.jar                                                     bundle         apache2
org.wso2.carbon.registry.properties_4.7.39.jar                                                      bundle         apache2
io.netty.resolver_4.1.63.Final.jar                                                                  bundle         apache2
org.wso2.carbon.feature.mgt.core_4.6.2.jar                                                          bundle         apache2
org.wso2.carbon.tomcat_4.6.2.jar                                                                    bundle         apache2
org.wso2.carbon.localentry_4.7.99.jar                                                               bundle         apache2
org.wso2.carbon.identity.application.authentication.framework.stub_5.18.187.jar                     bundle         apache2
org.wso2.carbon.ntask.core_4.7.35.jar                                                               bundle         apache2
io.zipkin.reporter2.zipkin-reporter_2.12.1.jar                                                      bundle         apache2
org.wso2.carbon.identity.user.functionality.mgt_5.18.187.jar                                        bundle         apache2
org.apache.commons.pool2_2.4.2.jar                                                                  bundle         apache2
org.wso2.carbon.identity.oauth.stub_6.0.103.jar                                                     bundle         apache2
andes_3.3.11.jar                                                                                    bundle         apache2
org.eclipse.equinox.p2.repository_2.3.0.v20131211-1531.jar                                          bundle         epl1
javasysmon_0.3.3.wso2v1.jar                                                                         bundle         bsd
org.wso2.carbon.databridge.commons.thrift_5.2.34.jar                                                bundle         apache2
org.wso2.carbon.event.output.adapter.ui_5.2.34.jar                                                  bundle         apache2
org.eclipse.ecf.identity_3.2.0.v20130604-1622.jar                                                   bundle         epl1
org.wso2.carbon.apimgt.cache.invalidation_9.0.174.jar                                               bundle         apache2
step2_1.0.0.wso2v2.jar                                                                              bundle         apache2
step2-consumer-1.0.0-wso2v2.jar                                                                     bundle         apache2
step2-common-1.0.0-wso2v2.jar                                                                       bundle         apache2
org.wso2.carbon.event.input.adapter.mqtt_5.2.34.jar                                                 bundle         apache2
rampart-policy_1.6.1.wso2v43.jar                                                                    bundle         apache2
org.wso2.carbon.message.store_4.7.99.jar                                                            bundle         apache2
org.wso2.carbon.event.admin_4.7.35.jar                                                              bundle         apache2
org.wso2.carbon.sequences.stub_4.7.99.jar                                                           bundle         apache2
org.wso2.carbon.mediation.configadmin.stub_4.7.99.jar                                               bundle         apache2
org.wso2.carbon.application.upload_4.7.35.jar                                                       bundle         apache2
org.wso2.carbon.um.ws.service_5.4.1.jar                                                             bundle         apache2
org.wso2.carbon.identity.authenticator.saml2.sso.ui_5.5.2.jar                                       bundle         apache2
lucene_5.5.5.wso2v1.jar                                                                             bundle         apache2
org.wso2.carbon.ndatasource.rdbms_4.6.2.jar                                                         bundle         apache2
javax.cache.wso2_4.6.2.jar                                                                          bundle         apache2
org.apache.velocity_1.7.0.jar                                                                       bundle         apache2
org.wso2.carbon.webapp.deployer_4.11.1.jar                                                          bundle         apache2
org.wso2.carbon.webapp.mgt_4.11.1.jar                                                               bundle         apache2
org.wso2.carbon.event.output.adapter.core_5.2.34.jar                                                bundle         apache2
org.wso2.carbon.registry.extensions_4.7.39.jar                                                      bundle         apache2
org.wso2.carbon.deployment.synchronizer.subversion_4.7.35.jar                                       bundle         apache2
org.wso2.carbon.ganalytics.publisher_4.7.35.jar                                                     bundle         apache2
poi-scratchpad_3.17.0.wso2v1.jar                                                                    bundle         apache2
org.yaml.snakeyaml_1.26.0.jar                                                                       bundle         apache2
azure-core-amqp_1.6.0.wso2v1.jar                                                                    bundle         mit
org.wso2.carbon.application.deployer_4.6.2.jar                                                      bundle         apache2
org.wso2.carbon.mediation.startup_4.7.99.jar                                                        bundle         apache2
commons-pool_1.5.6.wso2v1.jar                                                                       bundle         apache2
java-property-utils_1.9.0.wso2v1.jar                                                                bundle         apache2
org.wso2.carbon.user.core_4.6.2.jar                                                                 bundle         apache2
org.wso2.carbon.apimgt.keymgt.stub_9.0.174.jar                                                      bundle         apache2
io.netty.transport_4.1.63.Final.jar                                                                 bundle         apache2
openapi-generator_4.3.1.wso2v2.jar                                                                  bundle         apache2
commons-io-2.4.jar                                                                                  jarinbundle    apache2
slf4j-ext-1.7.12.jar                                                                                jarinbundle    mit
org.wso2.carbon.event.output.adapter.cassandra_5.2.34.jar                                           bundle         apache2
com.fasterxml.jackson.core.jackson-core_2.10.3.jar                                                  bundle         apache2
forgerock.key.manager_1.0.2.jar                                                                     bundle         apache2
org.wso2.carbon.apimgt.statsupdate.stub_9.0.174.jar                                                 bundle         apache2
org.wso2.carbon.registry.properties.ui_4.7.39.jar                                                   bundle         apache2
org.jaggeryjs.modules.sso_1.6.3.jar                                                                 bundle         apache2
org.xerial.sqlite-jdbc_3.25.2.jar                                                                   bundle         apache2
org.wso2.carbon.core.bootup.validator_4.6.2.jar                                                     bundle         apache2
jettison_1.3.4.wso2v1.jar                                                                           bundle         apache2
org.wso2.carbon.mediator.command.services_4.7.99.jar                                                bundle         apache2
org.wso2.carbon.governance.list_4.8.21.jar                                                          bundle         apache2
org.wso2.carbon.metrics.data.service_1.3.7.jar                                                      bundle         apache2
org.jaggeryjs.jaggery.deployer_0.14.13.jar                                                          bundle         apache2
org.wso2.carbon.event.client_4.7.35.jar                                                             bundle         apache2
gdata-core_1.47.0.wso2v1.jar                                                                        bundle         apache2
org.wso2.carbon.apimgt.tokenmgt_9.0.174.jar                                                         bundle         apache2
synapse-extensions_2.1.7.wso2v227.jar                                                               bundle         apache2
org.wso2.carbon.analytics.message.tracer.handler.ui_1.4.5.jar                                       bundle         apache2
org.jaggeryjs.modules.ws_1.6.3.jar                                                                  bundle         apache2
org.ops4j.pax.logging.pax-logging-log4j2_1.11.3.jar                                                 bundle         apache2
org.wso2.carbon.event.processor.ui_2.2.14.jar                                                       bundle         apache2
org.wso2.carbon.registry.extensions.stub_4.7.34.jar                                                 bundle         apache2
org.wso2.carbon.addressing_4.6.2.jar                                                                bundle         apache2
org.wso2.carbon.mediation.initializer_4.7.99.jar                                                    bundle         apache2
org.wso2.carbon.tenant.common_4.7.35.jar                                                            bundle         apache2
org.wso2.carbon.event.input.adapter.wso2event_5.2.34.jar                                            bundle         apache2
org.wso2.carbon.tenant.redirector.servlet.ui_4.9.10.jar                                             bundle         apache2
org.eclipse.ecf.provider.filetransfer.httpclient_4.0.200.v20120319-0616.jar                         bundle         epl1
org.wso2.carbon.server.admin.common_4.6.2.jar                                                       bundle         apache2
io.netty.codec_4.1.63.Final.jar                                                                     bundle         apache2
org.apache.commons.commons-pool2_2.8.0.jar                                                          bundle         apache2
org.wso2.carbon.tenant.mgt_4.9.10.jar                                                               bundle         apache2
org.wso2.carbon.identity.authentication_4.7.19.jar                                                  bundle         apache2
org.wso2.carbon.identity.configuration.mgt.core_5.18.187.jar                                        bundle         apache2
org.wso2.carbon.identity.application.authenticator.samlsso_5.3.18.jar                               bundle         apache2
org.wso2.carbon.event.input.adapter.websocket_5.2.34.jar                                            bundle         apache2
org.wso2.carbon.um.ws.api_5.4.1.jar                                                                 bundle         apache2
org.wso2.carbon.identity.data.publisher.oauth_1.3.1.jar                                             bundle         apache2
org.wso2.carbon.server.admin.stub_4.6.2.jar                                                         bundle         apache2
org.wso2.carbon.apimgt.common.analytics_9.0.174.jar                                                 bundle         apache2
org.wso2.carbon.identity.application.authenticator.basicauth_6.3.11.jar                             bundle         apache2
commons-scxml_0.9.0.wso2v1.jar                                                                      bundle         apache2
commons-scxml-0.9.jar                                                                               jarinbundle    apache2
org.wso2.carbon.identity.data.publisher.authentication.analytics.login_5.3.19.jar                   bundle         apache2
org.wso2.carbon.websocket.transport_4.7.99.jar                                                      bundle         apache2
jaeger-client_0.32.0.wso2v4.jar                                                                     bundle         apache2
org.wso2.carbon.tomcat.ext_4.6.2.jar                                                                bundle         apache2
org.eclipse.equinox.http.servlet_1.1.400.v20130418-1354.jar                                         bundle         epl1
org.wso2.carbon.email.verification.stub_4.7.19.jar                                                  bundle         apache2
commons-cli_1.2.0.wso2v1.jar                                                                        bundle         apache2
org.jaggeryjs.modules.uuid_1.6.3.jar                                                                bundle         apache2
org.wso2.carbon.utils_4.6.2.jar                                                                     bundle         apache2
org.wso2.carbon.throttling.agent.stub_4.7.35.jar                                                    bundle         apache2
org.wso2.carbon.apimgt.tracing_9.0.174.jar                                                          bundle         apache2
org.apache.servicemix.bundles.jedis_3.3.0.1.jar                                                     bundle         apache2
org.wso2.carbon.application.mgt.ui_4.7.35.jar                                                       bundle         apache2
guice_3.0.0.wso2v1.jar                                                                              bundle         apache2
org.objenesis_2.1.0.jar                                                                             bundle         apache2
org.wso2.carbon.ui_4.6.2.jar                                                                        bundle         apache2
ajaxtags_1.3.0.beta-rc7-wso2v1.jar                                                                  bundle         apache2
jericho-html-2.4.jar                                                                                jarinbundle    epl1
org.wso2.carbon.event.publisher.admin_5.2.34.jar                                                    bundle         apache2
org.wso2.carbon.governance.generic_4.8.21.jar                                                       bundle         apache2
org.wso2.carbon.tenant.usage.agent_4.9.10.jar                                                       bundle         apache2
org.wso2.carbon.tenant.keystore.mgt_4.9.10.jar                                                      bundle         apache2
io.github.openfeign.feign-slf4j_11.0.0.jar                                                          bundle         apache2
org.wso2.carbon.directory.server.manager.ui_5.18.187.jar                                            bundle         apache2
io.netty.buffer_4.1.63.Final.jar                                                                    bundle         apache2
org.wso2.carbon.identity.base_5.18.187.jar                                                          bundle         apache2
org.apache.santuario.xmlsec_1.5.2.jar                                                               bundle         apache2
org.wso2.carbon.proxyadmin.common_4.7.99.jar                                                        bundle         apache2
org.wso2.carbon.identity.sts.store_5.6.5.jar                                                        bundle         apache2
org.eclipse.equinox.frameworkadmin_2.0.300.v20160504-1450.jar                                       bundle         epl1
org.wso2.carbon.endpoint.stub_4.7.99.jar                                                            bundle         apache2
org.wso2.carbon.event.output.adapter.logger_5.2.34.jar                                              bundle         apache2
opensaml_2.6.6.wso2v4.jar                                                                           bundle         apache2
org.wso2.carbon.identity.application.mgt.stub_5.18.187.jar                                          bundle         apache2
kaptcha_2.3.0.wso2v1.jar                                                                            bundle         apache2
httpcore_4.3.3.wso2v1.jar                                                                           bundle         apache2
synapse-core_2.1.7.wso2v227.jar                                                                     bundle         apache2
io.apicurio.apicurio-data-models_1.1.5.jar                                                          bundle         apache2
org.wso2.carbon.event.statistics_5.2.34.jar                                                         bundle         apache2
commons-lang_2.6.0.wso2v1.jar                                                                       bundle         apache2
org.wso2.carbon.event.processor.manager.commons_5.2.34.jar                                          bundle         apache2
org.jaggeryjs.jaggery.core_0.14.13.jar                                                              bundle         apache2
axis2-transport-rabbitmq-amqp_2.0.0.wso2v49.jar                                                     bundle         apache2
quartz_2.1.1.wso2v1.jar                                                                             bundle         apache2
org.wso2.carbon.idp.mgt.ui_5.18.187.jar                                                             bundle         apache2
org.wso2.carbon.registry.search_4.7.39.jar                                                          bundle         apache2
handy-uri-templates_2.1.6.wso2v2.jar                                                                bundle         apache2
org.jaggeryjs.hostobjects.feed_0.14.13.jar                                                          bundle         apache2
org.wso2.carbon.module.mgt_4.11.1.jar                                                               bundle         apache2
bsf-all_3.0.0.wso2v5.jar                                                                            bundle         apache2
org.wso2.carbon.registry.extensions.resources_4.7.34.jar                                            bundle         apache2
org.wso2.carbon.registry.ws.api_4.7.39.jar                                                          bundle         apache2
libthrift_0.12.0.wso2v1.jar                                                                         bundle         apache2
org.wso2.carbon.sequences_4.7.99.jar                                                                bundle         apache2
org.wso2.carbon.identity.discovery_6.4.111.jar                                                      bundle         apache2
org.wso2.carbon.core_4.6.2.jar                                                                      bundle         apache2
org.wso2.carbon.registry.properties.stub_4.7.39.jar                                                 bundle         apache2
org.wso2.carbon.identity.mgt.ui_5.18.187.jar                                                        bundle         apache2
org.eclipse.equinox.p2.core_2.3.0.v20131211-1531.jar                                                bundle         epl1
org.wso2.carbon.event.stream.stub_5.2.34.jar                                                        bundle         apache2
tomcat-jsp-api_9.0.34.wso2v1.jar                                                                    bundle         apache2
org.wso2.carbon.framework.exporter_4.6.2.jar                                                        bundle         apache2
org.wso2.carbon.event.receiver.core_5.2.34.jar                                                      bundle         apache2
org.wso2.carbon.registry.indexing_4.7.39.jar                                                        bundle         apache2
org.wso2.carbon.consent.mgt.core_2.2.16.jar                                                         bundle         apache2
org.eclipse.equinox.p2.transport.ecf_1.0.100.v20110902-0807.jar                                     bundle         epl1
org.wso2.carbon.tenant.redirector.servlet.stub_4.9.10.jar                                           bundle         apache2
commons-httpclient_3.1.0.wso2v6.jar                                                                 bundle         apache2
org.wso2.carbon.event.template.manager.ui_5.2.34.jar                                                bundle         apache2
org.wso2.carbon.identity.sso.agent_5.4.0.jar                                                        bundle         apache2
tomcat-servlet-api_9.0.34.wso2v1.jar                                                                bundle         apache2
org.wso2.carbon.governance.lcm.ui_4.8.21.jar                                                        bundle         apache2
org.sat4j.pb_2.3.5.v201308161310.jar                                                                bundle         epl1 + lgpl2
json-path_2.4.0.wso2v2.jar                                                                          bundle         apache2
json-smart-2.3.jar                                                                                  jarinbundle    apache2
asm-1.0.2.jar                                                                                       jarinbundle    bsd
org.wso2.carbon.governance.registry.extensions_4.8.21.jar                                           bundle         apache2
org.wso2.carbon.identity.event_5.18.187.jar                                                         bundle         apache2
org.jaggeryjs.modules.process_1.6.3.jar                                                             bundle         apache2
org.wso2.carbon.identity.webfinger_6.4.111.jar                                                      bundle         apache2
org.wso2.carbon.roles.mgt.stub_4.6.2.jar                                                            bundle         apache2
okio_2.4.0.wso2v1.jar                                                                               bundle         apache2
org.wso2.carbon.identity.entitlement.common_5.18.187.jar                                            bundle         apache2
org.wso2.carbon.event.publisher.stub_5.2.34.jar                                                     bundle         apache2
com.google.guava_27.0.0.jre.jar                                                                     bundle         apache2
org.wso2.carbon.security.mgt.stub_5.18.187.jar                                                      bundle         apache2
org.wso2.carbon.governance.generic.stub_4.8.21.jar                                                  bundle         apache2
httpcore_4.4.14.wso2v1.jar                                                                          bundle         apache2
org.wso2.carbon.ui.menu.tools_4.5.3.jar                                                             bundle         apache2
org.wso2.carbon.databridge.receiver.thrift_5.2.34.jar                                               bundle         apache2
org.wso2.carbon.event.processor.common_2.2.14.jar                                                   bundle         apache2
org.wso2.carbon.service.mgt_4.11.1.jar                                                              bundle         apache2
org.eclipse.equinox.p2.extensionlocation_1.2.100.v20131119-0908.jar                                 bundle         epl1
org.wso2.carbon.identity.handler.event.account.lock_1.4.11.jar                                      bundle         apache2
org.eclipse.equinox.simpleconfigurator_1.1.200.v20160504-1450.jar                                   bundle         epl1
org.wso2.balana_1.2.4.jar                                                                           bundle         apache2
org.wso2.carbon.identity.data.publisher.authentication.analytics.session_5.3.19.jar                 bundle         apache2
org.eclipse.osgi.services_3.5.100.v20160504-1419.jar                                                bundle         epl1
libthrift_0.9.2.wso2v1.jar                                                                          bundle         apache2
org.wso2.carbon.deployment.synchronizer_4.7.35.jar                                                  bundle         apache2
org.wso2.carbon.event.output.adapter.mqtt_5.2.34.jar                                                bundle         apache2
org.wso2.carbon.operation.mgt_4.11.1.jar                                                            bundle         apache2
org.wso2.carbon.identity.application.common_5.18.187.jar                                            bundle         apache2
org.wso2.carbon.identity.auth.valve_1.4.25.jar                                                      bundle         apache2
org.wso2.carbon.identity.provider_5.6.0.jar                                                         bundle         apache2
org.apache.commons.lang3_3.10.0.jar                                                                 bundle         apache2
oltu_1.0.0.wso2v3.jar                                                                               bundle         apache2
org.eclipse.equinox.app_1.3.100.v20130327-1442.jar                                                  bundle         epl1
org.wso2.carbon.event.input.adapter.soap_5.2.34.jar                                                 bundle         apache2
org.wso2.carbon.event.statistics.stub_5.2.34.jar                                                    bundle         apache2
org.eclipse.core.jobs_3.5.300.v20130429-1813.jar                                                    bundle         epl1
org.wso2.carbon.event.stream.ui_5.2.34.jar                                                          bundle         apache2
org.wso2.carbon.identity.authz.valve_1.4.25.jar                                                     bundle         apache2
io.dropwizard.metrics.core_3.2.5.jar                                                                bundle         apache2
org.wso2.carbon.analytics.message.tracer.handler_1.4.5.jar                                          bundle         apache2
org.wso2.carbon.apimgt.common.gateway_9.0.174.jar                                                   bundle         apache2
org.wso2.carbon.registry.event.core_4.7.39.jar                                                      bundle         apache2
backport-util-concurrent_3.1.0.wso2v1.jar                                                           bundle         apache2
httpmime_4.3.1.wso2v2.jar                                                                           bundle         apache2
org.wso2.carbon.governance.wsdltool.stub_4.8.21.jar                                                 bundle         apache2
org.wso2.carbon.identity.application.mgt.ui_5.18.187.jar                                            bundle         apache2
org.eclipse.equinox.cm_1.3.100.v20180827-1235.jar                                                   bundle         epl1
org.wso2.carbon.identity.sts.common_5.6.5.jar                                                       bundle         apache2
org.wso2.carbon.ui.menu.registry_4.5.3.jar                                                          bundle         apache2
org.wso2.carbon.identity.user.registration_5.18.187.jar                                             bundle         apache2
org.wso2.carbon.sequences.common_4.7.99.jar                                                         bundle         apache2
org.wso2.carbon.event.publisher.ui_5.2.34.jar                                                       bundle         apache2
org.wso2.carbon.identity.governance_1.4.72.jar                                                      bundle         apache2
siddhi-extension-time_3.2.6.jar                                                                     bundle         apache2
org.apache.felix.gogo.command_0.10.0.v201209301215.jar                                              bundle         apache2
org.wso2.carbon.apimgt.output.adapter.http_9.0.174.jar                                              bundle         apache2
axis2-json_1.6.1.wso2v63.jar                                                                        bundle         apache2
azure-core_1.9.0.wso2v1.jar                                                                         bundle         mit
org.eclipse.wst.jsdt.debug.rhino.debugger_1.0.300.v201109150503.jar                                 bundle         epl1
org.wso2.carbon.i18n_4.6.2.jar                                                                      bundle         apache2
axis2_1.6.1.wso2v63.jar                                                                             bundle         apache2
xmlbeans-2.3.0.jar                                                                                  jarinbundle    apache2
org.wso2.carbon.mediation.dependency.mgt_4.7.99.jar                                                 bundle         apache2
org.wso2.carbon.mediator.clazz.services_4.7.99.jar                                                  bundle         apache2
org.apache.commons.lang3_3.9.0.jar                                                                  bundle         apache2
org.wso2.carbon.registry.core_4.6.2.jar                                                             bundle         apache2
org.wso2.carbon.apimgt.gateway.stub_9.0.174.jar                                                     bundle         apache2
org.wso2.carbon.base_4.6.2.jar                                                                      bundle         apache2
org.wso2.carbon.identity.claim.metadata.mgt.stub_5.18.187.jar                                       bundle         apache2
org.wso2.carbon.event.input.adapter.filetail_5.2.34.jar                                             bundle         apache2
org.wso2.carbon.mediator.publishevent_4.7.99.jar                                                    bundle         apache2
org.apache.commons.math3_3.2.0.jar                                                                  bundle         apache2
org.wso2.carbon.event.simulator.admin_2.2.14.jar                                                    bundle         apache2
org.eclipse.equinox.p2.updatechecker_1.1.200.v20131119-0908.jar                                     bundle         epl1
okta.key.manager_3.0.6.jar                                                                          bundle         apache2
org.wso2.carbon.inbound.endpoint.osgi_4.7.99.jar                                                    bundle         apache2
wsdl4j.wso2_1.6.3.wso2v3.jar                                                                        bundle         apache2
org.wso2.carbon.registry.info.stub_4.7.39.jar                                                       bundle         apache2
openid4java_1.0.0.wso2v4.jar                                                                        bundle         apache2
